PassengerId,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3
96,1,0.37218010356136805,0,0,0.015712553569072387,0,0,1,0,0,1
97,1,0.887260428410372,0,0,0.06764049365134761,1,0,0,1,0,0
98,1,0.2859827132656896,0,1,0.12366716556464086,1,0,0,1,0,0
99,0,0.42377552298634596,0,1,0.04489301019734967,0,0,1,0,1,0
100,1,0.42377552298634596,1,0,0.050748620223090936,0,0,1,0,1,0
101,0,0.3486158085932607,0,0,0.015411575213749284,0,0,1,0,0,1
102,1,0.37218010356136805,0,0,0.015411575213749284,0,0,1,0,0,1
103,1,0.26092947513466114,0,1,0.15085515328815924,0,0,1,1,0,0
104,1,0.41124890392083174,0,0,0.016891873428256675,0,0,1,0,0,1
105,1,0.46135538018288863,2,0,0.015468569817999833,0,0,1,0,0,1
106,1,0.3486158085932607,0,0,0.015411575213749284,0,0,1,0,0,1
107,0,0.26092947513466114,0,0,0.014931805565640218,0,0,1,0,0,1
108,1,0.37218010356136805,0,0,0.015175789316712771,0,0,1,0,0,1
109,1,0.47388199924840285,0,0,0.015411575213749284,0,0,1,0,0,1
110,0,0.37218010356136805,1,0,0.04713766070721715,0,1,0,0,0,1
111,1,0.5866215708380308,0,0,0.10149724044618187,0,0,1,1,0,0
112,0,0.17950645120881875,1,0,0.028212719478023115,1,0,0,0,0,1
113,1,0.27345609420017536,0,0,0.015712553569072387,0,0,1,0,0,1
114,0,0.24840285606914692,1,0,0.019177122834302632,0,0,1,0,0,1
115,0,0.21082299887260428,0,0,0.028220722145058292,1,0,0,0,0,1
116,1,0.26092947513466114,0,0,0.015468569817999833,0,0,1,0,0,1
117,1,0.8809971188776149,0,0,0.015126992566498259,0,1,0,0,0,1
118,1,0.36114242765877486,1,0,0.04098927018018883,0,0,1,0,1,0
119,1,0.2985093323312038,0,1,0.4831284260198326,1,0,0,1,0,0
120,0,0.02292371288989102,4,2,0.06104473451835265,0,0,1,0,0,1
121,1,0.26092947513466114,2,0,0.1434624456306609,0,0,1,0,1,0
122,1,0.37218010356136805,0,0,0.015712553569072387,0,0,1,0,0,1
123,1,0.40498559438807463,1,0,0.058694292654020104,1,0,0,0,1,0
124,0,0.40498559438807463,0,0,0.025374310111545468,0,0,1,0,1,0
125,1,0.6743079042966303,0,1,0.15085515328815924,0,0,1,1,0,0
126,1,0.1481899035450332,1,0,0.021942337075458514,1,0,0,0,0,1
127,1,0.37218010356136805,0,0,0.015126992566498259,0,1,0,0,0,1
128,1,0.2985093323312038,0,0,0.01393967004027879,0,0,1,0,0,1
129,0,0.37218010356136805,1,1,0.04364049521284361,1,0,0,0,0,1
130,1,0.5615683327070023,0,0,0.013614293309848433,0,0,1,0,0,1
131,1,0.41124890392083174,0,0,0.015411575213749284,1,0,0,0,0,1
132,1,0.24840285606914692,0,0,0.013760683560491965,0,0,1,0,0,1
133,0,0.5866215708380308,1,0,0.028302115124416098,0,0,1,0,0,1
134,0,0.36114242765877486,1,0,0.050748620223090936,0,0,1,0,1,0
135,1,0.311035951396718,0,0,0.025374310111545468,0,0,1,0,1,0
136,1,0.2859827132656896,0,0,0.02936744577509929,1,0,0,0,1,0
137,0,0.2358762370036327,0,2,0.051301584996521765,0,0,1,1,0,0
138,1,0.46135538018288863,1,0,0.10364429745562033,0,0,1,1,0,0
139,1,0.19829637980709008,0,0,0.01798980030808316,0,0,1,0,0,1
140,1,0.2985093323312038,0,0,0.15458810467956932,1,0,0,1,0,0
141,0,0.37218010356136805,0,2,0.029757819776815374,1,0,0,0,0,1
142,0,0.27345609420017536,0,0,0.015126992566498259,0,0,1,0,0,1
143,0,0.2985093323312038,1,0,0.030937139635999665,0,0,1,0,0,1
144,1,0.2358762370036327,0,0,0.013175122557917838,0,1,0,0,0,1
145,1,0.22334961793811847,0,0,0.022446505098674834,0,0,1,0,1,0
146,1,0.2358762370036327,1,1,0.07173122281533045,0,0,1,0,1,0
147,1,0.33608918952774647,0,0,0.015216388212891242,0,0,1,0,0,1
148,0,0.11061004634849055,2,2,0.06709553154495196,0,0,1,0,0,1
149,1,0.4550920706501315,0,2,0.050748620223090936,0,0,1,0,1,0
150,1,0.5239884755104597,0,0,0.025374310111545468,0,0,1,0,1,0
151,1,0.6367280471000877,0,0,0.02444717185746977,0,0,1,0,1,0
152,0,0.27345609420017536,1,0,0.12999454257145598,0,0,1,1,0,0
153,1,0.6930978328949017,0,0,0.015712553569072387,0,0,1,0,0,1
154,1,0.5051985469121884,0,2,0.028302115124416098,0,0,1,0,0,1
155,1,0.37218010356136805,0,0,0.014273049437744325,0,0,1,0,0,1
156,1,0.6367280471000877,0,1,0.11980421963065935,1,0,0,1,0,0
157,0,0.19829637980709008,0,0,0.015094396337354966,0,1,0,0,0,1
158,1,0.3736690467242891,0,0,0.015712553569072387,0,0,1,0,0,1
159,1,0.37218010356136805,0,0,0.016908073949327893,0,0,1,0,0,1
160,1,0.37218010356136805,8,2,0.13575255909676823,0,0,1,0,0,1
161,1,0.5490417136414881,0,1,0.031425107138144774,0,0,1,0,0,1
162,0,0.4989352373794313,0,0,0.030741952635141623,0,0,1,0,1,0
163,1,0.32356257046223225,0,0,0.015175789316712771,0,0,1,0,0,1
164,1,0.21082299887260428,0,0,0.016908073949327893,0,0,1,0,0,1
165,1,0.0103970938243768,4,1,0.07746484096553544,0,0,1,0,0,1
166,1,0.11061004634849055,0,2,0.04006213192611313,0,0,1,0,0,1
167,0,0.37218010356136805,0,1,0.10735285047192313,0,0,1,1,0,0
168,0,0.5615683327070023,1,4,0.05445717323939373,0,0,1,0,0,1
169,1,0.37218010356136805,0,0,0.050602229972447406,0,0,1,1,0,0
170,1,0.3486158085932607,0,0,0.11027245763075773,0,0,1,0,0,1
171,1,0.7619942377552299,0,0,0.06538764528744409,0,0,1,1,0,0
172,1,0.04797695102091946,4,1,0.056848213999904744,0,1,0,0,0,1
173,0,0.0103970938243768,1,1,0.021730754366528396,0,0,1,0,0,1
174,1,0.26092947513466114,0,0,0.015468569817999833,0,0,1,0,0,1
175,1,0.6993611424276588,0,0,0.05991421140938287,1,0,0,1,0,0
176,1,0.22334961793811847,1,1,0.015330377421392339,0,0,1,0,0,1
177,1,0.37218010356136805,3,1,0.04970768794751499,0,0,1,0,0,1
178,0,0.6242014280345735,0,0,0.05604306762136532,1,0,0,1,0,0
179,1,0.3736690467242891,0,0,0.025374310111545468,0,0,1,0,1,0
180,1,0.4488287611173744,0,0,0.0,0,0,1,0,0,1
181,0,0.37218010356136805,8,2,0.13575255909676823,0,0,1,0,0,1
182,1,0.37218010356136805,0,0,0.02937564362913533,1,0,0,0,1,0
183,1,0.11061004634849055,4,2,0.061264319894317944,0,0,1,0,0,1
184,1,0.0103970938243768,2,1,0.0761229303346364,0,0,1,0,1,0
185,0,0.04797695102091946,0,2,0.04298993693898376,0,0,1,0,0,1
186,1,0.37218010356136805,0,0,0.09759350042902103,0,0,1,1,0,0
187,0,0.37218010356136805,1,0,0.030253985132996517,0,1,0,0,0,1
188,1,0.5615683327070023,0,0,0.051822148727810165,0,0,1,1,0,0
189,1,0.4989352373794313,1,1,0.030253985132996517,0,1,0,0,0,1
190,1,0.4488287611173744,0,0,0.015411575213749284,0,0,1,0,0,1
191,0,0.3987222848553175,0,0,0.025374310111545468,0,0,1,0,1,0
192,1,0.2358762370036327,0,0,0.025374310111545468,0,0,1,0,1,0
193,0,0.2358762370036327,1,0,0.015330377421392339,0,0,1,0,0,1
194,1,0.035450331955405236,1,1,0.050748620223090936,0,0,1,0,1,0
195,0,0.5490417136414881,0,0,0.05410739813385612,1,0,0,1,0,0
196,0,0.7244143805586872,0,0,0.2859895551532101,1,0,0,1,0,0
197,1,0.37218010356136805,0,0,0.015126992566498259,0,1,0,0,0,1
198,1,0.5239884755104597,0,1,0.01640390592611157,0,0,1,0,0,1
199,0,0.37218010356136805,0,0,0.015126992566498259,0,1,0,0,0,1
200,0,0.2985093323312038,0,0,0.025374310111545468,0,0,1,0,1,0
201,1,0.3486158085932607,0,0,0.018542765081513996,0,0,1,0,0,1
202,1,0.37218010356136805,8,2,0.13575255909676823,0,0,1,0,0,1
203,1,0.42377552298634596,0,0,0.012678957201736696,0,0,1,0,0,1
204,1,0.5678316422397595,0,0,0.014102260811993537,1,0,0,0,0,1
205,1,0.22334961793811847,0,0,0.015712553569072387,0,0,1,0,0,1
206,0,0.02292371288989102,0,1,0.02042143996477265,0,0,1,0,0,1
207,1,0.3987222848553175,1,0,0.030937139635999665,0,0,1,0,0,1
208,1,0.32356257046223225,0,0,0.036670757786204655,1,0,0,0,0,1
209,0,0.19829637980709008,0,0,0.015126992566498259,0,1,0,0,0,1
210,1,0.4989352373794313,0,0,0.060507970265993034,1,0,0,1,0,0
211,1,0.2985093323312038,0,0,0.013760683560491965,0,0,1,0,0,1
212,0,0.4363021420518602,0,0,0.04098927018018883,0,0,1,0,1,0
213,1,0.27345609420017536,0,0,0.014151057562208049,0,0,1,0,0,1
214,1,0.3736690467242891,0,0,0.025374310111545468,0,0,1,0,1,0
215,1,0.37218010356136805,1,0,0.015126992566498259,0,1,0,0,0,1
216,0,0.3861956657898033,1,0,0.22109807522194713,1,0,0,1,0,0
217,0,0.33608918952774647,0,0,0.015468569817999833,0,0,1,0,0,1
218,1,0.5239884755104597,1,0,0.05270049023167135,0,0,1,0,1,0
219,0,0.3987222848553175,0,0,0.14891148113361488,1,0,0,1,0,0
220,1,0.3736690467242891,0,0,0.020494635090094415,0,0,1,0,1,0
221,1,0.19829637980709008,0,0,0.015712553569072387,0,0,1,0,0,1
222,1,0.33608918952774647,0,0,0.025374310111545468,0,0,1,0,1,0
223,1,0.6367280471000877,0,0,0.015712553569072387,0,0,1,0,0,1
224,1,0.37218010356136805,0,0,0.015411575213749284,0,0,1,0,0,1
225,1,0.47388199924840285,1,0,0.17566830077223786,0,0,1,1,0,0
226,1,0.27345609420017536,0,0,0.01824998458022693,0,0,1,0,0,1
227,1,0.2358762370036327,0,0,0.020494635090094415,0,0,1,0,1,0
228,1,0.254666165601904,0,0,0.014151057562208049,0,0,1,0,0,1
229,1,0.22334961793811847,0,0,0.025374310111545468,0,0,1,0,1,0
230,0,0.37218010356136805,3,1,0.04970768794751499,0,0,1,0,0,1
231,0,0.4363021420518602,1,0,0.16293234896625058,0,0,1,1,0,0
232,1,0.36114242765877486,0,0,0.015175789316712771,0,0,1,0,0,1
233,1,0.7369409996242015,0,0,0.026350245115835676,0,0,1,0,1,0
234,0,0.06050357008643367,4,2,0.061264319894317944,0,0,1,0,0,1
235,1,0.2985093323312038,0,0,0.020494635090094415,0,0,1,0,1,0
236,0,0.37218010356136805,0,0,0.014736618564782174,0,0,1,0,0,1
237,1,0.5490417136414881,1,0,0.050748620223090936,0,0,1,0,1,0
238,0,0.09808342728297632,0,2,0.05123658772523604,0,0,1,0,1,0
239,1,0.2358762370036327,0,0,0.020494635090094415,0,0,1,0,1,0
240,1,0.41124890392083174,0,0,0.023959204355324663,0,0,1,0,1,0
241,0,0.37218010356136805,1,0,0.028212719478023115,1,0,0,0,0,1
242,0,0.37218010356136805,1,0,0.030253985132996517,0,1,0,0,0,1
243,1,0.36114242765877486,0,0,0.020494635090094415,0,0,1,0,1,0
244,1,0.27345609420017536,0,0,0.013907073811135496,0,0,1,0,0,1
245,1,0.3736690467242891,0,0,0.014102260811993537,1,0,0,0,0,1
246,1,0.5490417136414881,2,0,0.17566830077223786,0,1,0,1,0,0
247,0,0.311035951396718,0,0,0.015175789316712771,0,0,1,0,0,1
248,0,0.2985093323312038,0,2,0.028302115124416098,0,0,1,0,1,0
249,1,0.46135538018288863,1,1,0.10257896680493714,0,0,1,1,0,0
250,1,0.6743079042966303,1,0,0.050748620223090936,0,0,1,0,1,0
251,1,0.37218010356136805,0,0,0.014151057562208049,0,0,1,0,0,1
252,0,0.36114242765877486,1,1,0.02042143996477265,0,0,1,0,0,1
253,1,0.7745208568207441,0,0,0.051822148727810165,0,0,1,1,0,0
254,1,0.3736690467242891,1,0,0.031425107138144774,0,0,1,0,0,1
255,0,0.5114618564449455,0,2,0.039452172548431745,0,0,1,0,0,1
256,0,0.36114242765877486,0,2,0.029757819776815374,1,0,0,0,0,1
257,0,0.37218010356136805,0,0,0.15458810467956932,1,0,0,1,0,0
258,0,0.3736690467242891,0,0,0.16883675574220638,0,0,1,1,0,0
259,0,0.4363021420518602,0,0,1.0,1,0,0,1,0,0
260,0,0.6242014280345735,0,1,0.050748620223090936,0,0,1,0,1,0
261,1,0.37218010356136805,0,0,0.015126992566498259,0,1,0,0,0,1
262,1,0.035450331955405236,4,2,0.061264319894317944,0,0,1,0,0,1
263,1,0.6492546661656019,1,1,0.1554664461834305,0,0,1,1,0,0
264,1,0.4989352373794313,0,0,0.0,0,0,1,1,0,0
265,0,0.37218010356136805,0,0,0.015126992566498259,0,1,0,0,0,1
266,1,0.4488287611173744,0,0,0.020494635090094415,0,0,1,0,1,0
267,1,0.19829637980709008,4,1,0.07746484096553544,0,0,1,0,0,1
268,1,0.311035951396718,1,0,0.015175789316712771,0,0,1,0,0,1
269,0,0.7244143805586872,0,1,0.2995388511917728,0,0,1,1,0,0
270,0,0.4363021420518602,0,0,0.2647385704347907,0,0,1,1,0,0
271,1,0.37218010356136805,0,0,0.060507970265993034,0,0,1,1,0,0
272,1,0.311035951396718,0,0,0.0,0,0,1,0,0,1
273,0,0.5114618564449455,0,1,0.0380614651673182,0,0,1,0,1,0
274,1,0.46135538018288863,0,1,0.057970539254838485,1,0,0,1,0,0
275,0,0.37218010356136805,0,0,0.015126992566498259,0,1,0,0,0,1
276,0,0.7870474758862583,1,0,0.15216446768991498,0,0,1,1,0,0
277,0,0.5615683327070023,0,0,0.015126992566498259,0,0,1,0,0,1
278,1,0.37218010356136805,0,0,0.0,0,0,1,0,1,0
279,1,0.08555680821746212,4,1,0.056848213999904744,0,1,0,0,0,1
280,0,0.4363021420518602,1,1,0.03952536767375352,0,0,1,0,0,1
281,1,0.8121007140172868,0,0,0.015126992566498259,0,1,0,0,0,1
282,1,0.3486158085932607,0,0,0.015330377421392339,0,0,1,0,0,1
283,1,0.19829637980709008,0,0,0.018542765081513996,0,0,1,0,0,1
284,1,0.2358762370036327,0,0,0.015712553569072387,0,0,1,0,0,1
285,1,0.37218010356136805,0,0,0.050748620223090936,0,0,1,1,0,0
286,1,0.41124890392083174,0,0,0.016908073949327893,1,0,0,0,0,1
287,1,0.3736690467242891,0,0,0.018542765081513996,0,0,1,0,0,1
288,1,0.27345609420017536,0,0,0.015411575213749284,0,0,1,0,0,1
289,1,0.5239884755104597,0,0,0.025374310111545468,0,0,1,0,1,0
290,0,0.27345609420017536,0,0,0.015126992566498259,0,1,0,0,0,1
291,0,0.32356257046223225,0,0,0.15390495017656614,0,0,1,1,0,0
292,0,0.2358762370036327,1,0,0.17777475888549785,1,0,0,1,0,0
293,1,0.4488287611173744,0,0,0.025130326360472913,1,0,0,0,1,0
294,0,0.2985093323312038,0,0,0.01727404957593672,0,0,1,0,0,1
295,1,0.2985093323312038,0,0,0.015411575213749284,0,0,1,0,0,1
296,1,0.37218010356136805,0,0,0.05410739813385612,1,0,0,1,0,0
297,1,0.2922460227984467,0,0,0.014110458666029575,1,0,0,0,0,1
298,0,0.02292371288989102,1,2,0.29580589980036276,0,0,1,1,0,0
299,1,0.37218010356136805,0,0,0.05953203526170282,0,0,1,1,0,0
300,0,0.6242014280345735,0,1,0.4831284260198326,1,0,0,1,0,0
301,0,0.37218010356136805,0,0,0.015126992566498259,0,1,0,0,0,1
302,1,0.37218010356136805,2,0,0.04538097769949478,0,1,0,0,0,1
303,1,0.2358762370036327,0,0,0.0,0,0,1,0,0,1
304,0,0.37218010356136805,0,0,0.024105594605968193,0,1,0,0,1,0
305,1,0.37218010356136805,0,0,0.015712553569072387,0,0,1,0,0,1
306,1,0.009394964299135663,1,2,0.29580589980036276,0,0,1,1,0,0
307,0,0.37218010356136805,0,0,0.21642978772242535,1,0,0,1,0,0
308,0,0.21082299887260428,1,0,0.2125586439344078,1,0,0,1,0,0
309,1,0.3736690467242891,1,0,0.04684488020593009,1,0,0,0,1,0
310,0,0.3736690467242891,0,0,0.11111839809247648,1,0,0,1,0,0
311,0,0.2985093323312038,0,0,0.16231419173453318,1,0,0,1,0,0
312,0,0.22334961793811847,2,2,0.5121218935012878,1,0,0,1,0,0
313,0,0.32356257046223225,1,1,0.050748620223090936,0,0,1,0,1,0
314,1,0.3486158085932607,0,0,0.015411575213749284,0,0,1,0,0,1
315,1,0.5365150945759739,1,1,0.05123658772523604,0,0,1,0,1,0
316,0,0.32356257046223225,0,0,0.015330377421392339,0,0,1,0,0,1
317,0,0.2985093323312038,1,0,0.050748620223090936,0,0,1,0,1,0
318,1,0.6743079042966303,0,0,0.027326180120125887,0,0,1,0,1,0
319,0,0.3861956657898033,0,2,0.32179836714362564,0,0,1,1,0,0
320,0,0.4989352373794313,1,1,0.2625265161540666,1,0,0,1,0,0
321,1,0.27345609420017536,0,0,0.014151057562208049,0,0,1,0,0,1
322,1,0.33608918952774647,0,0,0.015411575213749284,0,0,1,0,0,1
323,0,0.3736690467242891,0,0,0.024105594605968193,0,1,0,0,1,0
324,0,0.27345609420017536,1,1,0.056604230248832196,0,0,1,0,1,0
325,1,0.37218010356136805,8,2,0.13575255909676823,0,0,1,0,0,1
326,0,0.4488287611173744,0,0,0.2647385704347907,1,0,0,1,0,0
327,1,0.7619942377552299,0,0,0.012174789178520372,0,0,1,0,0,1
328,0,0.4488287611173744,0,0,0.025374310111545468,0,0,1,0,1,0
329,0,0.3861956657898033,1,1,0.04006213192611313,0,0,1,0,0,1
330,0,0.19829637980709008,0,1,0.11316786160148591,1,0,0,1,0,0
331,0,0.37218010356136805,2,0,0.04538097769949478,0,1,0,0,0,1
332,1,0.5678316422397595,0,0,0.055628295244541985,0,0,1,1,0,0
333,1,0.47388199924840285,0,1,0.2995388511917728,0,0,1,1,0,0
334,1,0.19829637980709008,2,0,0.03513366015444757,0,0,1,0,0,1
335,0,0.37218010356136805,1,0,0.2608674266467732,0,0,1,1,0,0
336,1,0.37218010356136805,0,0,0.015411575213749284,0,0,1,0,0,1
337,1,0.36114242765877486,1,0,0.12999454257145598,0,0,1,1,0,0
338,0,0.5114618564449455,0,0,0.2625265161540666,1,0,0,1,0,0
339,1,0.5615683327070023,0,0,0.015712553569072387,0,0,1,0,0,1
340,1,0.5615683327070023,0,0,0.06929138530460492,0,0,1,1,0,0
341,1,0.02292371288989102,1,1,0.050748620223090936,0,0,1,0,1,0
342,0,0.2985093323312038,3,2,0.5133418122566505,0,0,1,1,0,0
343,1,0.3486158085932607,0,0,0.025374310111545468,0,0,1,0,1,0
344,1,0.311035951396718,0,0,0.025374310111545468,0,0,1,0,1,0
345,1,0.4488287611173744,0,0,0.025374310111545468,0,0,1,0,1,0
346,0,0.2985093323312038,0,0,0.025374310111545468,0,0,1,0,1,0
347,0,0.4989352373794313,0,0,0.025374310111545468,0,0,1,0,1,0
348,0,0.37218010356136805,1,0,0.031425107138144774,0,0,1,0,0,1
349,1,0.035450331955405236,1,1,0.031034733136428686,0,0,1,0,0,1
350,1,0.5239884755104597,0,0,0.016908073949327893,0,0,1,0,0,1
351,1,0.2859827132656896,0,0,0.01800600082915438,0,0,1,0,0,1
352,1,0.37218010356136805,0,0,0.06831545030031472,0,0,1,1,0,0
353,1,0.18576976074157586,1,1,0.014110458666029575,1,0,0,0,0,1
354,1,0.311035951396718,1,0,0.034743286152731485,0,0,1,0,0,1
355,1,0.37218010356136805,0,0,0.014102260811993537,1,0,0,0,0,1
356,1,0.3486158085932607,0,0,0.018542765081513996,0,0,1,0,0,1
357,0,0.27345609420017536,0,1,0.10735285047192313,0,0,1,1,0,0
358,0,0.47388199924840285,0,0,0.025374310111545468,0,0,1,0,1,0
359,0,0.37218010356136805,0,0,0.01537917417160685,0,1,0,0,0,1
360,0,0.37218010356136805,0,0,0.01537917417160685,0,1,0,0,0,1
361,1,0.4989352373794313,1,4,0.05445717323939373,0,0,1,0,0,1
362,1,0.36114242765877486,1,0,0.05410739813385612,1,0,0,0,1,0
363,0,0.5615683327070023,0,1,0.028212719478023115,1,0,0,0,0,1
364,1,0.4363021420518602,0,0,0.013760683560491965,0,0,1,0,0,1
365,1,0.37218010356136805,1,0,0.030253985132996517,0,1,0,0,0,1
